case_id,route_id,trip_id,start_stop,end_stop,first_arrival,last_departure,duration_seconds,duration_label,event_count
FR-05::157310-0,FR-05,157310-0,NUST Metro Station,D-12,2026-04-23T18:15:00+05:00,2026-04-23T18:45:25+05:00,1825,30 min 25 sec,14
FR-05::157311-0,FR-05,157311-0,NUST Metro Station,D-12,2026-04-23T18:20:00+05:00,2026-04-23T18:50:25+05:00,1825,30 min 25 sec,14
FR-05::157312-0,FR-05,157312-0,NUST Metro Station,D-12,2026-04-23T18:25:00+05:00,2026-04-23T18:55:25+05:00,1825,30 min 25 sec,14
FR-05::157313-0,FR-05,157313-0,NUST Metro Station,D-12,2026-04-23T18:30:00+05:00,2026-04-23T19:00:25+05:00,1825,30 min 25 sec,14
FR-05::157314-0,FR-05,157314-0,NUST Metro Station,D-12,2026-04-23T18:35:00+05:00,2026-04-23T19:05:25+05:00,1825,30 min 25 sec,14
FR-05::157315-0,FR-05,157315-0,NUST Metro Station,D-12,2026-04-23T18:40:00+05:00,2026-04-23T19:10:25+05:00,1825,30 min 25 sec,14
FR-05::157316-0,FR-05,157316-0,NUST Metro Station,D-12,2026-04-23T18:45:00+05:00,2026-04-23T19:15:25+05:00,1825,30 min 25 sec,14
FR-05::157317-0,FR-05,157317-0,NUST Metro Station,D-12,2026-04-23T18:50:00+05:00,2026-04-23T19:20:25+05:00,1825,30 min 25 sec,14
FR-05::157318-0,FR-05,157318-0,NUST Metro Station,D-12,2026-04-23T18:55:00+05:00,2026-04-23T19:25:25+05:00,1825,30 min 25 sec,14
FR-05::157319-0,FR-05,157319-0,NUST Metro Station,D-12,2026-04-23T19:00:00+05:00,2026-04-23T19:30:25+05:00,1825,30 min 25 sec,14
FR-05::157320-0,FR-05,157320-0,NUST Metro Station,D-12,2026-04-23T19:05:00+05:00,2026-04-23T19:35:25+05:00,1825,30 min 25 sec,14
FR-05::157321-0,FR-05,157321-0,NUST Metro Station,D-12,2026-04-23T19:10:00+05:00,2026-04-23T19:40:25+05:00,1825,30 min 25 sec,14
FR-05::157322-0,FR-05,157322-0,NUST Metro Station,D-12,2026-04-23T19:15:00+05:00,2026-04-23T19:45:25+05:00,1825,30 min 25 sec,14
FR-05::157323-0,FR-05,157323-0,NUST Metro Station,D-12,2026-04-23T19:20:00+05:00,2026-04-23T19:50:25+05:00,1825,30 min 25 sec,14
FR-05::157324-0,FR-05,157324-0,NUST Metro Station,D-12,2026-04-23T19:25:00+05:00,2026-04-23T19:55:25+05:00,1825,30 min 25 sec,14
FR-05::157325-0,FR-05,157325-0,NUST Metro Station,D-12,2026-04-23T19:30:00+05:00,2026-04-23T20:00:25+05:00,1825,30 min 25 sec,14
FR-05::157326-0,FR-05,157326-0,NUST Metro Station,D-12,2026-04-23T19:35:00+05:00,2026-04-23T20:05:25+05:00,1825,30 min 25 sec,14
FR-05::157327-0,FR-05,157327-0,NUST Metro Station,D-12,2026-04-23T19:40:00+05:00,2026-04-23T20:10:25+05:00,1825,30 min 25 sec,14
FR-05::157328-0,FR-05,157328-0,NUST Metro Station,D-12,2026-04-23T19:45:00+05:00,2026-04-23T20:15:25+05:00,1825,30 min 25 sec,14
FR-05::157329-0,FR-05,157329-0,NUST Metro Station,D-12,2026-04-23T19:50:00+05:00,2026-04-23T20:20:25+05:00,1825,30 min 25 sec,14
FR-05::157330-0,FR-05,157330-0,NUST Metro Station,D-12,2026-04-23T19:55:00+05:00,2026-04-23T20:25:25+05:00,1825,30 min 25 sec,14
FR-05::157331-0,FR-05,157331-0,NUST Metro Station,D-12,2026-04-23T20:00:00+05:00,2026-04-23T20:30:25+05:00,1825,30 min 25 sec,14
FR-05::157332-0,FR-05,157332-0,NUST Metro Station,D-12,2026-04-23T20:05:00+05:00,2026-04-23T20:35:25+05:00,1825,30 min 25 sec,14
FR-05::157333-0,FR-05,157333-0,NUST Metro Station,D-12,2026-04-23T20:10:00+05:00,2026-04-23T20:40:25+05:00,1825,30 min 25 sec,14
FR-05::157334-0,FR-05,157334-0,NUST Metro Station,D-12,2026-04-23T20:15:00+05:00,2026-04-23T20:45:25+05:00,1825,30 min 25 sec,14
FR-05::157335-0,FR-05,157335-0,NUST Metro Station,D-12,2026-04-23T20:20:00+05:00,2026-04-23T20:50:25+05:00,1825,30 min 25 sec,14
FR-05::157336-0,FR-05,157336-0,NUST Metro Station,D-12,2026-04-23T20:25:00+05:00,2026-04-23T20:55:25+05:00,1825,30 min 25 sec,14
FR-05::157337-0,FR-05,157337-0,NUST Metro Station,D-12,2026-04-23T20:30:00+05:00,2026-04-23T21:00:25+05:00,1825,30 min 25 sec,14
FR-05::157338-0,FR-05,157338-0,NUST Metro Station,D-12,2026-04-23T20:35:00+05:00,2026-04-23T21:05:25+05:00,1825,30 min 25 sec,14
FR-05::157339-0,FR-05,157339-0,NUST Metro Station,D-12,2026-04-23T20:40:00+05:00,2026-04-23T21:10:25+05:00,1825,30 min 25 sec,14
FR-05::157340-0,FR-05,157340-0,NUST Metro Station,D-12,2026-04-23T20:45:00+05:00,2026-04-23T21:15:25+05:00,1825,30 min 25 sec,14
FR-05::157341-0,FR-05,157341-0,NUST Metro Station,D-12,2026-04-23T20:50:00+05:00,2026-04-23T21:20:25+05:00,1825,30 min 25 sec,14
FR-05::157342-0,FR-05,157342-0,NUST Metro Station,D-12,2026-04-23T20:55:00+05:00,2026-04-23T21:25:25+05:00,1825,30 min 25 sec,14
FR-05::157343-0,FR-05,157343-0,NUST Metro Station,D-12,2026-04-23T21:00:00+05:00,2026-04-23T21:30:25+05:00,1825,30 min 25 sec,14
FR-05::157344-0,FR-05,157344-0,NUST Metro Station,D-12,2026-04-23T21:05:00+05:00,2026-04-23T21:35:25+05:00,1825,30 min 25 sec,14
FR-05::157345-0,FR-05,157345-0,NUST Metro Station,D-12,2026-04-23T21:10:00+05:00,2026-04-23T21:40:25+05:00,1825,30 min 25 sec,14
FR-05::157346-0,FR-05,157346-0,NUST Metro Station,D-12,2026-04-23T21:15:00+05:00,2026-04-23T21:45:25+05:00,1825,30 min 25 sec,14
FR-05::157347-0,FR-05,157347-0,NUST Metro Station,D-12,2026-04-23T21:20:00+05:00,2026-04-23T21:50:25+05:00,1825,30 min 25 sec,14
FR-05::157348-0,FR-05,157348-0,NUST Metro Station,D-12,2026-04-23T21:25:00+05:00,2026-04-23T21:55:25+05:00,1825,30 min 25 sec,14
FR-05::157349-0,FR-05,157349-0,NUST Metro Station,D-12,2026-04-23T21:30:00+05:00,2026-04-23T22:00:25+05:00,1825,30 min 25 sec,14
FR-05::157350-0,FR-05,157350-0,NUST Metro Station,D-12,2026-04-23T21:35:00+05:00,2026-04-23T22:05:25+05:00,1825,30 min 25 sec,14
FR-05::157351-0,FR-05,157351-0,NUST Metro Station,D-12,2026-04-23T21:40:00+05:00,2026-04-23T22:10:25+05:00,1825,30 min 25 sec,14
FR-05::157352-0,FR-05,157352-0,NUST Metro Station,D-12,2026-04-23T21:45:00+05:00,2026-04-23T22:15:25+05:00,1825,30 min 25 sec,14
FR-05::157353-0,FR-05,157353-0,NUST Metro Station,D-12,2026-04-23T21:50:00+05:00,2026-04-23T22:20:25+05:00,1825,30 min 25 sec,14
FR-05::157354-0,FR-05,157354-0,NUST Metro Station,D-12,2026-04-23T21:55:00+05:00,2026-04-23T22:25:25+05:00,1825,30 min 25 sec,14
FR-05::157355-0,FR-05,157355-0,NUST Metro Station,D-12,2026-04-23T22:00:00+05:00,2026-04-23T22:30:25+05:00,1825,30 min 25 sec,14
FR-06::176496-0,FR-06,176496-0,Pims Metro Station,Golra sharif,2026-04-23T06:00:00+05:00,2026-04-23T06:43:00+05:00,2580,43 min 0 sec,26
FR-06::176497-0,FR-06,176497-0,Pims Metro Station,Golra sharif,2026-04-23T07:00:00+05:00,2026-04-23T07:43:00+05:00,2580,43 min 0 sec,26
FR-06::176498-0,FR-06,176498-0,Pims Metro Station,Golra sharif,2026-04-23T08:00:00+05:00,2026-04-23T08:43:00+05:00,2580,43 min 0 sec,26
FR-06::176499-0,FR-06,176499-0,Pims Metro Station,Golra sharif,2026-04-23T09:00:00+05:00,2026-04-23T09:43:00+05:00,2580,43 min 0 sec,26
FR-06::176500-0,FR-06,176500-0,Pims Metro Station,Golra sharif,2026-04-23T10:00:00+05:00,2026-04-23T10:43:00+05:00,2580,43 min 0 sec,26
FR-06::176501-0,FR-06,176501-0,Pims Metro Station,Golra sharif,2026-04-23T11:00:00+05:00,2026-04-23T11:43:00+05:00,2580,43 min 0 sec,26
FR-06::176502-0,FR-06,176502-0,Pims Metro Station,Golra sharif,2026-04-23T12:00:00+05:00,2026-04-23T12:43:00+05:00,2580,43 min 0 sec,26
FR-06::176503-0,FR-06,176503-0,Pims Metro Station,Golra sharif,2026-04-23T13:00:00+05:00,2026-04-23T13:43:00+05:00,2580,43 min 0 sec,26
FR-06::176504-0,FR-06,176504-0,Pims Metro Station,Golra sharif,2026-04-23T14:00:00+05:00,2026-04-23T14:43:00+05:00,2580,43 min 0 sec,26
FR-06::176505-0,FR-06,176505-0,Pims Metro Station,Golra sharif,2026-04-23T15:00:00+05:00,2026-04-23T15:43:00+05:00,2580,43 min 0 sec,26
FR-06::176506-0,FR-06,176506-0,Pims Metro Station,Golra sharif,2026-04-23T16:00:00+05:00,2026-04-23T16:43:00+05:00,2580,43 min 0 sec,26
FR-06::176507-0,FR-06,176507-0,Pims Metro Station,Golra sharif,2026-04-23T17:00:00+05:00,2026-04-23T17:43:00+05:00,2580,43 min 0 sec,26
FR-06::176508-0,FR-06,176508-0,Pims Metro Station,Golra sharif,2026-04-23T18:00:00+05:00,2026-04-23T18:43:00+05:00,2580,43 min 0 sec,26
FR-06::176509-0,FR-06,176509-0,Pims Metro Station,Golra sharif,2026-04-23T19:00:00+05:00,2026-04-23T19:43:00+05:00,2580,43 min 0 sec,26
FR-06::176510-0,FR-06,176510-0,Pims Metro Station,Golra sharif,2026-04-23T20:00:00+05:00,2026-04-23T20:43:00+05:00,2580,43 min 0 sec,26
FR-06::176511-0,FR-06,176511-0,Pims Metro Station,Golra sharif,2026-04-23T21:00:00+05:00,2026-04-23T21:43:00+05:00,2580,43 min 0 sec,26
FR-06::176512-0,FR-06,176512-0,Pims Metro Station,Golra sharif,2026-04-23T22:00:00+05:00,2026-04-23T22:43:00+05:00,2580,43 min 0 sec,26
FR-07::175060-0,FR-07,175060-0,PIMS Hospital,Police Foundation Metro Station,2026-04-23T06:00:00+05:00,2026-04-23T06:47:20+05:00,2840,47 min 20 sec,23
FR-07::175064-0,FR-07,175064-0,PIMS Hospital,Police Foundation Metro Station,2026-04-23T06:10:00+05:00,2026-04-23T06:57:20+05:00,2840,47 min 20 sec,23
FR-07::175068-0,FR-07,175068-0,PIMS Hospital,Police Foundation Metro Station,2026-04-23T06:20:00+05:00,2026-04-23T07:07:20+05:00,2840,47 min 20 sec,23
FR-07::175072-0,FR-07,175072-0,PIMS Hospital,Police Foundation Metro Station,2026-04-23T06:30:00+05:00,2026-04-23T07:17:20+05:00,2840,47 min 20 sec,23
FR-07::175076-0,FR-07,175076-0,PIMS Hospital,Police Foundation Metro Station,2026-04-23T06:40:00+05:00,2026-04-23T07:27:20+05:00,2840,47 min 20 sec,23
FR-07::175080-0,FR-07,175080-0,PIMS Hospital,Police Foundation Metro Station,2026-04-23T06:50:00+05:00,2026-04-23T07:37:20+05:00,2840,47 min 20 sec,23
FR-07::175084-0,FR-07,175084-0,PIMS Hospital,Police Foundation Metro Station,2026-04-23T07:00:00+05:00,2026-04-23T07:47:20+05:00,2840,47 min 20 sec,23
FR-07::175088-0,FR-07,175088-0,PIMS Hospital,Police Foundation Metro Station,2026-04-23T07:10:00+05:00,2026-04-23T07:57:20+05:00,2840,47 min 20 sec,23
FR-07::175092-0,FR-07,175092-0,PIMS Hospital,Police Foundation Metro Station,2026-04-23T07:20:00+05:00,2026-04-23T08:07:20+05:00,2840,47 min 20 sec,23
FR-07::175096-0,FR-07,175096-0,PIMS Hospital,Police Foundation Metro Station,2026-04-23T07:30:00+05:00,2026-04-23T08:17:20+05:00,2840,47 min 20 sec,23
FR-07::175100-0,FR-07,175100-0,PIMS Hospital,Police Foundation Metro Station,2026-04-23T07:40:00+05:00,2026-04-23T08:27:20+05:00,2840,47 min 20 sec,23
FR-07::175104-0,FR-07,175104-0,PIMS Hospital,Police Foundation Metro Station,2026-04-23T07:50:00+05:00,2026-04-23T08:37:20+05:00,2840,47 min 20 sec,23
FR-07::175108-0,FR-07,175108-0,PIMS Hospital,Police Foundation Metro Station,2026-04-23T08:00:00+05:00,2026-04-23T08:47:20+05:00,2840,47 min 20 sec,23
FR-07::175112-0,FR-07,175112-0,PIMS Hospital,Police Foundation Metro Station,2026-04-23T08:10:00+05:00,2026-04-23T08:57:20+05:00,2840,47 min 20 sec,23
FR-07::175116-0,FR-07,175116-0,PIMS Hospital,Police Foundation Metro Station,2026-04-23T08:20:00+05:00,2026-04-23T09:07:20+05:00,2840,47 min 20 sec,23
FR-07::175120-0,FR-07,175120-0,PIMS Hospital,Police Foundation Metro Station,2026-04-23T08:30:00+05:00,2026-04-23T09:17:20+05:00,2840,47 min 20 sec,23
FR-07::175124-0,FR-07,175124-0,PIMS Hospital,Police Foundation Metro Station,2026-04-23T08:40:00+05:00,2026-04-23T09:27:20+05:00,2840,47 min 20 sec,23
FR-07::175128-0,FR-07,175128-0,PIMS Hospital,Police Foundation Metro Station,2026-04-23T08:50:00+05:00,2026-04-23T09:37:20+05:00,2840,47 min 20 sec,23
FR-07::175132-0,FR-07,175132-0,PIMS Hospital,Police Foundation Metro Station,2026-04-23T09:00:00+05:00,2026-04-23T09:47:20+05:00,2840,47 min 20 sec,23
FR-07::175136-0,FR-07,175136-0,PIMS Hospital,Police Foundation Metro Station,2026-04-23T09:10:00+05:00,2026-04-23T09:57:20+05:00,2840,47 min 20 sec,23
FR-07::175140-0,FR-07,175140-0,PIMS Hospital,Police Foundation Metro Station,2026-04-23T09:20:00+05:00,2026-04-23T10:07:20+05:00,2840,47 min 20 sec,23
FR-07::175144-0,FR-07,175144-0,PIMS Hospital,Police Foundation Metro Station,2026-04-23T09:30:00+05:00,2026-04-23T10:17:20+05:00,2840,47 min 20 sec,23
FR-07::175148-0,FR-07,175148-0,PIMS Hospital,Police Foundation Metro Station,2026-04-23T09:40:00+05:00,2026-04-23T10:27:20+05:00,2840,47 min 20 sec,23
FR-07::175151-0,FR-07,175151-0,PIMS Hospital,Police Foundation Metro Station,2026-04-23T09:50:00+05:00,2026-04-23T10:37:20+05:00,2840,47 min 20 sec,23
FR-07::175154-0,FR-07,175154-0,PIMS Hospital,Police Foundation Metro Station,2026-04-23T10:00:00+05:00,2026-04-23T10:47:20+05:00,2840,47 min 20 sec,23
FR-07::175061-0,FR-07,175061-0,PIMS Hospital,Police Foundation Metro Station,2026-04-23T10:10:00+05:00,2026-04-23T10:57:20+05:00,2840,47 min 20 sec,23
FR-07::175065-0,FR-07,175065-0,PIMS Hospital,Police Foundation Metro Station,2026-04-23T10:20:00+05:00,2026-04-23T11:07:20+05:00,2840,47 min 20 sec,23
FR-07::175069-0,FR-07,175069-0,PIMS Hospital,Police Foundation Metro Station,2026-04-23T10:30:00+05:00,2026-04-23T11:17:20+05:00,2840,47 min 20 sec,23
FR-07::175073-0,FR-07,175073-0,PIMS Hospital,Police Foundation Metro Station,2026-04-23T10:40:00+05:00,2026-04-23T11:27:20+05:00,2840,47 min 20 sec,23
FR-07::175077-0,FR-07,175077-0,PIMS Hospital,Police Foundation Metro Station,2026-04-23T10:50:00+05:00,2026-04-23T11:37:20+05:00,2840,47 min 20 sec,23
FR-07::175081-0,FR-07,175081-0,PIMS Hospital,Police Foundation Metro Station,2026-04-23T11:00:00+05:00,2026-04-23T11:47:20+05:00,2840,47 min 20 sec,23
FR-07::175085-0,FR-07,175085-0,PIMS Hospital,Police Foundation Metro Station,2026-04-23T11:10:00+05:00,2026-04-23T11:57:20+05:00,2840,47 min 20 sec,23
FR-07::175089-0,FR-07,175089-0,PIMS Hospital,Police Foundation Metro Station,2026-04-23T11:20:00+05:00,2026-04-23T12:07:20+05:00,2840,47 min 20 sec,23
FR-07::175093-0,FR-07,175093-0,PIMS Hospital,Police Foundation Metro Station,2026-04-23T11:30:00+05:00,2026-04-23T12:17:20+05:00,2840,47 min 20 sec,23
FR-07::175097-0,FR-07,175097-0,PIMS Hospital,Police Foundation Metro Station,2026-04-23T11:40:00+05:00,2026-04-23T12:27:20+05:00,2840,47 min 20 sec,23
FR-07::175101-0,FR-07,175101-0,PIMS Hospital,Police Foundation Metro Station,2026-04-23T11:50:00+05:00,2026-04-23T12:37:20+05:00,2840,47 min 20 sec,23
FR-07::175105-0,FR-07,175105-0,PIMS Hospital,Police Foundation Metro Station,2026-04-23T12:00:00+05:00,2026-04-23T12:47:20+05:00,2840,47 min 20 sec,23
FR-07::175109-0,FR-07,175109-0,PIMS Hospital,Police Foundation Metro Station,2026-04-23T12:10:00+05:00,2026-04-23T12:57:20+05:00,2840,47 min 20 sec,23
FR-07::175113-0,FR-07,175113-0,PIMS Hospital,Police Foundation Metro Station,2026-04-23T12:20:00+05:00,2026-04-23T13:07:20+05:00,2840,47 min 20 sec,23
FR-07::175117-0,FR-07,175117-0,PIMS Hospital,Police Foundation Metro Station,2026-04-23T12:30:00+05:00,2026-04-23T13:17:20+05:00,2840,47 min 20 sec,23
FR-07::175121-0,FR-07,175121-0,PIMS Hospital,Police Foundation Metro Station,2026-04-23T12:40:00+05:00,2026-04-23T13:27:20+05:00,2840,47 min 20 sec,23
FR-07::175125-0,FR-07,175125-0,PIMS Hospital,Police Foundation Metro Station,2026-04-23T12:50:00+05:00,2026-04-23T13:37:20+05:00,2840,47 min 20 sec,23
FR-07::175129-0,FR-07,175129-0,PIMS Hospital,Police Foundation Metro Station,2026-04-23T13:00:00+05:00,2026-04-23T13:47:20+05:00,2840,47 min 20 sec,23
FR-07::175133-0,FR-07,175133-0,PIMS Hospital,Police Foundation Metro Station,2026-04-23T13:10:00+05:00,2026-04-23T13:57:20+05:00,2840,47 min 20 sec,23
FR-07::175137-0,FR-07,175137-0,PIMS Hospital,Police Foundation Metro Station,2026-04-23T13:20:00+05:00,2026-04-23T14:07:20+05:00,2840,47 min 20 sec,23
FR-07::175141-0,FR-07,175141-0,PIMS Hospital,Police Foundation Metro Station,2026-04-23T13:30:00+05:00,2026-04-23T14:17:20+05:00,2840,47 min 20 sec,23
FR-07::175145-0,FR-07,175145-0,PIMS Hospital,Police Foundation Metro Station,2026-04-23T13:40:00+05:00,2026-04-23T14:27:20+05:00,2840,47 min 20 sec,23
FR-07::175149-0,FR-07,175149-0,PIMS Hospital,Police Foundation Metro Station,2026-04-23T13:50:00+05:00,2026-04-23T14:37:20+05:00,2840,47 min 20 sec,23
FR-07::175152-0,FR-07,175152-0,PIMS Hospital,Police Foundation Metro Station,2026-04-23T14:00:00+05:00,2026-04-23T14:47:20+05:00,2840,47 min 20 sec,23
FR-07::175155-0,FR-07,175155-0,PIMS Hospital,Police Foundation Metro Station,2026-04-23T14:10:00+05:00,2026-04-23T14:57:20+05:00,2840,47 min 20 sec,23
FR-07::175062-0,FR-07,175062-0,PIMS Hospital,Police Foundation Metro Station,2026-04-23T14:20:00+05:00,2026-04-23T15:07:20+05:00,2840,47 min 20 sec,23
FR-07::175066-0,FR-07,175066-0,PIMS Hospital,Police Foundation Metro Station,2026-04-23T14:30:00+05:00,2026-04-23T15:17:20+05:00,2840,47 min 20 sec,23
FR-07::175070-0,FR-07,175070-0,PIMS Hospital,Police Foundation Metro Station,2026-04-23T14:40:00+05:00,2026-04-23T15:27:20+05:00,2840,47 min 20 sec,23
FR-07::175074-0,FR-07,175074-0,PIMS Hospital,Police Foundation Metro Station,2026-04-23T14:50:00+05:00,2026-04-23T15:37:20+05:00,2840,47 min 20 sec,23
FR-07::175078-0,FR-07,175078-0,PIMS Hospital,Police Foundation Metro Station,2026-04-23T15:00:00+05:00,2026-04-23T15:47:20+05:00,2840,47 min 20 sec,23
FR-07::175082-0,FR-07,175082-0,PIMS Hospital,Police Foundation Metro Station,2026-04-23T15:10:00+05:00,2026-04-23T15:57:20+05:00,2840,47 min 20 sec,23
FR-07::175086-0,FR-07,175086-0,PIMS Hospital,Police Foundation Metro Station,2026-04-23T15:20:00+05:00,2026-04-23T16:07:20+05:00,2840,47 min 20 sec,23
FR-07::175090-0,FR-07,175090-0,PIMS Hospital,Police Foundation Metro Station,2026-04-23T15:30:00+05:00,2026-04-23T16:17:20+05:00,2840,47 min 20 sec,23
FR-07::175094-0,FR-07,175094-0,PIMS Hospital,Police Foundation Metro Station,2026-04-23T15:40:00+05:00,2026-04-23T16:27:20+05:00,2840,47 min 20 sec,23
FR-07::175098-0,FR-07,175098-0,PIMS Hospital,Police Foundation Metro Station,2026-04-23T15:50:00+05:00,2026-04-23T16:37:20+05:00,2840,47 min 20 sec,23
FR-07::175102-0,FR-07,175102-0,PIMS Hospital,Police Foundation Metro Station,2026-04-23T16:00:00+05:00,2026-04-23T16:47:20+05:00,2840,47 min 20 sec,23
FR-07::175106-0,FR-07,175106-0,PIMS Hospital,Police Foundation Metro Station,2026-04-23T16:10:00+05:00,2026-04-23T16:57:20+05:00,2840,47 min 20 sec,23
FR-07::175110-0,FR-07,175110-0,PIMS Hospital,Police Foundation Metro Station,2026-04-23T16:20:00+05:00,2026-04-23T17:07:20+05:00,2840,47 min 20 sec,23
FR-07::175114-0,FR-07,175114-0,PIMS Hospital,Police Foundation Metro Station,2026-04-23T16:30:00+05:00,2026-04-23T17:17:20+05:00,2840,47 min 20 sec,23
FR-07::175118-0,FR-07,175118-0,PIMS Hospital,Police Foundation Metro Station,2026-04-23T16:40:00+05:00,2026-04-23T17:27:20+05:00,2840,47 min 20 sec,23
FR-07::175122-0,FR-07,175122-0,PIMS Hospital,Police Foundation Metro Station,2026-04-23T16:50:00+05:00,2026-04-23T17:37:20+05:00,2840,47 min 20 sec,23
FR-07::175126-0,FR-07,175126-0,PIMS Hospital,Police Foundation Metro Station,2026-04-23T17:00:00+05:00,2026-04-23T17:47:20+05:00,2840,47 min 20 sec,23
FR-07::175130-0,FR-07,175130-0,PIMS Hospital,Police Foundation Metro Station,2026-04-23T17:10:00+05:00,2026-04-23T17:57:20+05:00,2840,47 min 20 sec,23
FR-07::175134-0,FR-07,175134-0,PIMS Hospital,Police Foundation Metro Station,2026-04-23T17:20:00+05:00,2026-04-23T18:07:20+05:00,2840,47 min 20 sec,23
FR-07::175138-0,FR-07,175138-0,PIMS Hospital,Police Foundation Metro Station,2026-04-23T17:30:00+05:00,2026-04-23T18:17:20+05:00,2840,47 min 20 sec,23
FR-07::175142-0,FR-07,175142-0,PIMS Hospital,Police Foundation Metro Station,2026-04-23T17:40:00+05:00,2026-04-23T18:27:20+05:00,2840,47 min 20 sec,23
FR-07::175146-0,FR-07,175146-0,PIMS Hospital,Police Foundation Metro Station,2026-04-23T17:50:00+05:00,2026-04-23T18:37:20+05:00,2840,47 min 20 sec,23
FR-07::175150-0,FR-07,175150-0,PIMS Hospital,Police Foundation Metro Station,2026-04-23T18:00:00+05:00,2026-04-23T18:47:20+05:00,2840,47 min 20 sec,23
FR-07::175153-0,FR-07,175153-0,PIMS Hospital,Police Foundation Metro Station,2026-04-23T18:10:00+05:00,2026-04-23T18:57:20+05:00,2840,47 min 20 sec,23
FR-07::175156-0,FR-07,175156-0,PIMS Hospital,Police Foundation Metro Station,2026-04-23T18:20:00+05:00,2026-04-23T19:07:20+05:00,2840,47 min 20 sec,23
FR-07::175063-0,FR-07,175063-0,PIMS Hospital,Police Foundation Metro Station,2026-04-23T18:30:00+05:00,2026-04-23T19:17:20+05:00,2840,47 min 20 sec,23
FR-07::175067-0,FR-07,175067-0,PIMS Hospital,Police Foundation Metro Station,2026-04-23T18:40:00+05:00,2026-04-23T19:27:20+05:00,2840,47 min 20 sec,23
FR-07::175071-0,FR-07,175071-0,PIMS Hospital,Police Foundation Metro Station,2026-04-23T18:50:00+05:00,2026-04-23T19:37:20+05:00,2840,47 min 20 sec,23
FR-07::175075-0,FR-07,175075-0,PIMS Hospital,Police Foundation Metro Station,2026-04-23T19:00:00+05:00,2026-04-23T19:47:20+05:00,2840,47 min 20 sec,23
FR-07::175079-0,FR-07,175079-0,PIMS Hospital,Police Foundation Metro Station,2026-04-23T19:10:00+05:00,2026-04-23T19:57:20+05:00,2840,47 min 20 sec,23
FR-07::175083-0,FR-07,175083-0,PIMS Hospital,Police Foundation Metro Station,2026-04-23T19:20:00+05:00,2026-04-23T20:07:20+05:00,2840,47 min 20 sec,23
FR-07::175087-0,FR-07,175087-0,PIMS Hospital,Police Foundation Metro Station,2026-04-23T19:30:00+05:00,2026-04-23T20:17:20+05:00,2840,47 min 20 sec,23
FR-07::175091-0,FR-07,175091-0,PIMS Hospital,Police Foundation Metro Station,2026-04-23T19:40:00+05:00,2026-04-23T20:27:20+05:00,2840,47 min 20 sec,23
FR-07::175095-0,FR-07,175095-0,PIMS Hospital,Police Foundation Metro Station,2026-04-23T19:50:00+05:00,2026-04-23T20:37:20+05:00,2840,47 min 20 sec,23
FR-07::175099-0,FR-07,175099-0,PIMS Hospital,Police Foundation Metro Station,2026-04-23T20:00:00+05:00,2026-04-23T20:47:20+05:00,2840,47 min 20 sec,23
FR-07::175103-0,FR-07,175103-0,PIMS Hospital,Police Foundation Metro Station,2026-04-23T20:10:00+05:00,2026-04-23T20:57:20+05:00,2840,47 min 20 sec,23
FR-07::175107-0,FR-07,175107-0,PIMS Hospital,Police Foundation Metro Station,2026-04-23T20:20:00+05:00,2026-04-23T21:07:20+05:00,2840,47 min 20 sec,23
FR-07::175111-0,FR-07,175111-0,PIMS Hospital,Police Foundation Metro Station,2026-04-23T20:30:00+05:00,2026-04-23T21:17:20+05:00,2840,47 min 20 sec,23
FR-07::175115-0,FR-07,175115-0,PIMS Hospital,Police Foundation Metro Station,2026-04-23T20:40:00+05:00,2026-04-23T21:27:20+05:00,2840,47 min 20 sec,23
FR-07::175119-0,FR-07,175119-0,PIMS Hospital,Police Foundation Metro Station,2026-04-23T20:50:00+05:00,2026-04-23T21:37:20+05:00,2840,47 min 20 sec,23
FR-07::175123-0,FR-07,175123-0,PIMS Hospital,Police Foundation Metro Station,2026-04-23T21:00:00+05:00,2026-04-23T21:47:20+05:00,2840,47 min 20 sec,23
FR-07::175127-0,FR-07,175127-0,PIMS Hospital,Police Foundation Metro Station,2026-04-23T21:10:00+05:00,2026-04-23T21:57:20+05:00,2840,47 min 20 sec,23
FR-07::175131-0,FR-07,175131-0,PIMS Hospital,Police Foundation Metro Station,2026-04-23T21:20:00+05:00,2026-04-23T22:07:20+05:00,2840,47 min 20 sec,23
FR-07::175135-0,FR-07,175135-0,PIMS Hospital,Police Foundation Metro Station,2026-04-23T21:30:00+05:00,2026-04-23T22:17:20+05:00,2840,47 min 20 sec,23
FR-07::175139-0,FR-07,175139-0,PIMS Hospital,Police Foundation Metro Station,2026-04-23T21:40:00+05:00,2026-04-23T22:27:20+05:00,2840,47 min 20 sec,23
FR-07::175143-0,FR-07,175143-0,PIMS Hospital,Police Foundation Metro Station,2026-04-23T21:50:00+05:00,2026-04-23T22:37:20+05:00,2840,47 min 20 sec,23
FR-07::175147-0,FR-07,175147-0,PIMS Hospital,Police Foundation Metro Station,2026-04-23T22:00:00+05:00,2026-04-23T22:47:20+05:00,2840,47 min 20 sec,23
FR-08A::176271-0,FR-08A,176271-0,PIMS Hospital,Capt. Naeem Tufail Shaheed Chow,2026-04-23T06:00:00+05:00,2026-04-23T06:45:00+05:00,2700,45 min 0 sec,23
